query	novelty
tree_2_k3_s4_exp	0.07124722206787042
tree_12_k10_s3_exp	16.386492642899064
tree_17_k5_s3_uniform	17.746113803008498
tree_1_k10_s3_uniform	0.02141956701953273
tree_1_k5_s5_uniform	1.2854078487233125
tree_4_k10_s1_uniform	16.672217700109435
tree_2_k5_s4_uniform	0.09544567860577598
tree_10_k5_s4_exp	8.914493227164153
tree_4_k10_s4_exp	13.129037330864358
tree_11_k3_s4_exp	18.817737701345262
tree_12_k10_s1_exp	13.34289805647521
tree_217_k5_s1_uniform	19.243654117513717
tree_1068_k5_s4_uniform	13.23780265257249
tree_3_k5_s4_exp	0.27165042223383207
tree_7_k5_s1_uniform	14.716010477563968
tree_7_k10_s2_uniform	15.216634742119464
tree_1068_k3_s1_exp	18.46110649927867
tree_1_k10_s1_exp	0.6879498679450105
tree_202_k3_s1_uniform	11.946365200412023
tree_17_k3_s3_exp	23.816371207826073
tree_16_k5_s1_exp	15.88788304814578
tree_5_k5_s3_exp	17.489022488573156
tree_1068_k10_s3_uniform	12.403405654617915
tree_4_k3_s1_exp	14.328482452284023
tree_9_k3_s2_exp	10.654567846987076
tree_17_k10_s4_exp	14.738115708449355
tree_5_k3_s1_uniform	14.368856824957874
tree_8_k5_s1_exp	1.4538700259028756
tree_17_k10_s5_exp	14.13240015340683
tree_3_k5_s1_uniform	0.5107477240228323
tree_9_k3_s3_exp	27.62343527909065
tree_5_k5_s2_exp	16.893182820254786
tree_15_k10_s4_uniform	14.533158962598135
tree_17_k3_s2_exp	17.20157836206306
tree_3_k5_s5_exp	0.19318529756000077
tree_1_k3_s1_uniform	3.2242184144582664
tree_3_k10_s1_uniform	0.32387531287601035
tree_1322_k10_s2_uniform	9.174408555650965
tree_6_k10_s3_uniform	17.01902663864442
tree_11_k3_s5_exp	18.413362582279355
tree_4_k10_s5_exp	19.525118443103146
